sn_name,sample_name,source_file,status,fit_message,max_status,max_fit_message,ebv2_status,ebv2_fit_message,z,sample_redshift,sample_rasn,sample_decsn,sample_sntype,sample_redshift_source,max_Tmax,max_e_Tmax,max_sBV,max_e_sBV,max_st,max_e_st,ebv2_Tmax,ebv2_e_Tmax,ebv2_sBV,ebv2_e_sBV,ebv2_st,ebv2_e_st,ebv2_EBVhost,ebv2_e_EBVhost,B_Tmax,B_e_Tmax,g_Tmax,g_e_Tmax,r_Tmax,r_e_Tmax,B_Mmax,B_e_Mmax,g_Mmax,g_e_Mmax,r_Mmax,r_e_Mmax,B_Mcorr,B_kcor,g_Mcorr,g_kcor,r_Mcorr,r_kcor,EBVgal,max_rchisq,ebv2_rchisq,bands_available,max_bands_used,max_fit_attempts,ebv2_bands_used,ebv2_fit_attempts,k_version,stype,max_plot_file,ebv2_plot_file,max_fit_file,ebv2_fit_file,B_source,g_source,r_source,failure_group
SN2010ae,SN2010ae,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2010ae_raw.txt,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.00366,0.003669,07:15:54.650,-57:20:36.89,Ia-02cx,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"Jrc2,g,i,H,J,r,V,Y,Ydw,B",,"Jrc2,g,i,H,J,r,V,Y,Ydw,B | g,i,H,J,r,V,Y,Ydw,B | g,i,r,V,B",,"Jrc2,g,i,H,J,r,V,Y,Ydw,B | g,i,H,J,r,V,Y,Ydw,B | g,i,r,V,B",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2010dl,SN2010dl,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2010dl_raw.txt,failed,index 2 is out of bounds for axis 1 with size 2 | index 2 is out of bounds for axis 1 with size 0,failed,index 2 is out of bounds for axis 1 with size 2,failed,index 2 is out of bounds for axis 1 with size 0,0.030156,0.030154,21:35:00.970,-00:30:47.81,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"H2m,J2m,Ks2m",,"H2m,J2m,Ks2m",,"H2m,J2m,Ks2m",H3,st,,,,,,,,other fit failure
SN2011gf,SN2011gf,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011gf_raw.txt,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | Axis limits cannot be NaN or Inf,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,Axis limits cannot be NaN or Inf,0.027647,0.027647,21:12:24.269,-07:48:52.09,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2011ha,SN2011ha,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011ha_raw.txt,failed,Improper input: func input vector length N=4 must not exceed func output vector length M=2 | Improper input: func input vector length N=4 must not exceed func output vector length M=2,failed,Improper input: func input vector length N=4 must not exceed func output vector length M=2,failed,Improper input: func input vector length N=4 must not exceed func output vector length M=2,0.093963,0.093963,03:57:40.870,+10:09:55.19,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,,fit-convergence failure
SN2011hk,SN2011hk,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011hk_raw.txt,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.017525,0.017326,02:18:45.790,-06:38:30.08,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2011io,SN2011io,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011io_raw.txt,failed,Improper input: func input vector length N=4 must not exceed func output vector length M=2 | Improper input: func input vector length N=4 must not exceed func output vector length M=2,failed,Improper input: func input vector length N=4 must not exceed func output vector length M=2,failed,Improper input: func input vector length N=4 must not exceed func output vector length M=2,0.041409,0.041409,23:02:47.599,+08:48:09.79,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,,fit-convergence failure
SN2012fk,SN2012fk,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2012fk_raw.txt,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.031669,0.031669,02:30:52.039,+22:28:45.91,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2013ct,SN2013ct,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2013ct_raw.txt,partial,Axis limits cannot be NaN or Inf,failed,Axis limits cannot be NaN or Inf,ok,,0.0038,0.003905,01:12:54.92,+00:58:45.70,Ia,corez_zobs,0.0,0.0,,,,,56410.70554638379,0.2815075430589313,1.152387478822848,0.0420659896521583,1.0862957340577937,0.0145321895955621,0.1537978527472135,0.0121352932142453,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,r,u,V",,"B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V",H3,st,,,,/private/tmp/snpy_fits_filtercheck/SN2013ct_ebvmodel2.snpy,,,,"partial: max_model failed, EBV_model2 ok"
SN2014dm,SN2014dm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2014dm_raw.txt,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.03327,0.03327,04:08:07.130,-08:49:37.20,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ATri,ztfg,ztfr",,"ATri,ztfg,ztfr",,"ATri,ztfg,ztfr",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2014dt,SN2014dt,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2014dt_raw.txt,failed,All weights for filter ps1_r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ps1_r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ps1_r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ps1_r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.005224,0.005224,185.48988,4.4718060,Ia-02cx,saints_photometry,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,UVM2,Bkait,UVW2,UVW1",,"ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,UVM2,Bkait,UVW2,UVW1 | ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,Bkait",,"ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,UVM2,Bkait,UVW2,UVW1 | ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,Bkait",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2015H,SN2015H,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2015H_raw.txt,partial,index 1 is out of bounds for axis 1 with size 1,failed,index 1 is out of bounds for axis 1 with size 1,ok,,0.012465,0.012436,10:54:42.161,-21:04:13.80,Ia-02cx,corez_zobs,0.0,0.0,,,,,57059.58137028732,0.3474775732281012,0.5918106282872153,0.0149560732587059,0.6351399662689967,0.020628516716319,0.8762870829236257,0.0740372810624046,,,,,,,,,,,,,,,,,,,0.0,,,"H2m,J2m,Ks2m,V,g_s,i_s,r_s",,"H2m,J2m,Ks2m,V,g_s,i_s,r_s | Ks2m,V,g_s,i_s,r_s | V,g_s,i_s,r_s","H2m,J2m,Ks2m,V,g_s,i_s,r_s","H2m,J2m,Ks2m,V,g_s,i_s,r_s",H3,st,,,,/private/tmp/snpy_fits_filtercheck/SN2015H_ebvmodel2.snpy,,,,"partial: max_model failed, EBV_model2 ok"
SN2016ecm,SN2016ecm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2016ecm_raw.txt,failed,"Improper input: func input vector length N=3 must not exceed func output vector length M=1 | Error:  to solve for EBVhost, you need to fit more than one filter",failed,Improper input: func input vector length N=3 must not exceed func output vector length M=1,failed,"Error:  to solve for EBVhost, you need to fit more than one filter",0.059606,0.059606,02:20:14.500,-40:53:05.10,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,ATri,,ATri,,ATri,H3,st,,,,,,,,too sparse / insufficient filters
SN2017dps,SN2017dps,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2017dps_raw.txt,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.012493,0.012493,13:36:40.039,-33:58:01.29,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ATgr,ATri",,"ATgr,ATri",,"ATgr,ATri",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2018djd,SN2018djd,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2018djd_raw.txt,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.026401,0.026401,02:14:33.830,-00:45:56.77,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ATri,ztfr",,"ATri,ztfr",,"ATri,ztfr",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2018zz,SN2018zz,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2018zz_raw.txt,failed,"All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | Error:  to solve for EBVhost, you need to fit more than one filter",failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,"Error:  to solve for EBVhost, you need to fit more than one filter",0.013935,0.013935,14:03:39.060,-33:58:42.60,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,ATri,,ATri,,ATri,H3,st,,,,,,,,too sparse / insufficient filters
SN2020ejm,SN2020ejm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2020ejm_raw.txt,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.009716,0.009716,10:16:18.850,-33:33:49.17,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ATgr,ATri",,"ATgr,ATri",,"ATgr,ATri",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2020xyw,SN2020xyw,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2020xyw_raw.txt,failed,"Improper input: func input vector length N=3 must not exceed func output vector length M=2 | Error:  to solve for EBVhost, you need to fit more than one filter",failed,Improper input: func input vector length N=3 must not exceed func output vector length M=2,failed,"Error:  to solve for EBVhost, you need to fit more than one filter",0.010807,0.010807,07:28:08.020,-62:21:28.91,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,ATgr,,ATgr,,ATgr,H3,st,,,,,,,,too sparse / insufficient filters
SN2021bmw,SN2021bmw,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2021bmw_raw.txt,partial,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.012782,0.012782,13:47:39.708,-29:25:54.64,II,corez_zobs,0.0,0.0,,,,,59214.14710568195,0.0019358565220418,,,1.864975410549877,0.0340136710295659,-0.9246568332778018,0.069992235646333,,,,,,,,,,,,,,,,,,,0.0,,,"g,i,r",,"g,i,r","g,i,r","g,i,r",H3,st,,,,/private/tmp/snpy_fits_filtercheck/SN2021bmw_ebvmodel2.snpy,,,,too sparse / no useful data in required bands
iPTF13dkl,iPTF13dkl,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/iPTF13dkl_raw.txt,partial,All weights for filter ps1_g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ps1_g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.051757,0.051757,23:44:57.99,+03:23:40.30,Ia,corez_zobs,0.0,0.0,,,,,56575.60453915261,3.629350774791402,,,0.769670620718936,0.5910563145428834,0.3693555263930758,0.6993206368173018,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ,ps1_g,ps1_i,ps1_r",,"WHIRCH,WHIRCJ,ps1_g,ps1_i,ps1_r | ps1_g,ps1_i,ps1_r","WHIRCH,WHIRCJ,ps1_g,ps1_i,ps1_r","WHIRCH,WHIRCJ,ps1_g,ps1_i,ps1_r",H3,st,,,,/private/tmp/snpy_fits_filtercheck/iPTF13dkl_ebvmodel2.snpy,,,,too sparse / no useful data in required bands
iPTF13dyt,iPTF13dyt,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/iPTF13dyt_raw.txt,partial,All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.111413,0.111413,05:01:48.26,+02:41:49.70,Ia,corez_zobs,0.0,0.0,,,,,56606.90229288367,1.2566948860175535,24.524468017563443,,1.3642272503268478,0.1229426696095663,0.6819866929124209,0.1073143179648667,,,,,,,,,,,,,,,,,,,0.0,,,"B,V,Y,i,r",,"B,V,Y,i,r | B,V,i,r","B,V,Y,i,r","B,V,Y,i,r",H3,st,,,,/private/tmp/snpy_fits_filtercheck/iPTF13dyt_ebvmodel2.snpy,,,,too sparse / no useful data in required bands
